# wavenumber_cm-1,absorbance
# name: galalithe_dft_dft
# type: dft_packaged_reference
# provenance: supplied with original CHEMIX program; see docs/DATA_PROVENANCE.md
4000.0000,0.000102
3998.0000,0.000102
3996.0000,0.000103
3994.0000,0.000103
3992.0000,0.000103
3990.0000,0.000104
3988.0000,0.000104
3986.0000,0.000105
3984.0000,0.000105
3982.0000,0.000105
3980.0000,0.000106
3978.0000,0.000106
3976.0000,0.000106
3974.0000,0.000107
3972.0000,0.000107
3970.0000,0.000107
3968.0000,0.000108
3966.0000,0.000108
3964.0000,0.000109
3962.0000,0.000109
3960.0000,0.000109
3958.0000,0.000110
3956.0000,0.000110
3954.0000,0.000111
3952.0000,0.000111
3950.0000,0.000111
3948.0000,0.000112
3946.0000,0.000112
3944.0000,0.000113
3942.0000,0.000113
3940.0000,0.000113
3938.0000,0.000114
3936.0000,0.000114
3934.0000,0.000115
3932.0000,0.000115
3930.0000,0.000115
3928.0000,0.000116
3926.0000,0.000116
3924.0000,0.000117
3922.0000,0.000117
3920.0000,0.000118
3918.0000,0.000118
3916.0000,0.000118
3914.0000,0.000119
3912.0000,0.000119
3910.0000,0.000120
3908.0000,0.000120
3906.0000,0.000121
3904.0000,0.000121
3902.0000,0.000122
3900.0000,0.000122
3898.0000,0.000122
3896.0000,0.000123
3894.0000,0.000123
3892.0000,0.000124
3890.0000,0.000124
3888.0000,0.000125
3886.0000,0.000125
3884.0000,0.000126
3882.0000,0.000126
3880.0000,0.000127
3878.0000,0.000127
3876.0000,0.000128
3874.0000,0.000128
3872.0000,0.000129
3870.0000,0.000129
3868.0000,0.000130
3866.0000,0.000130
3864.0000,0.000131
3862.0000,0.000131
3860.0000,0.000132
3858.0000,0.000132
3856.0000,0.000133
3854.0000,0.000133
3852.0000,0.000134
3850.0000,0.000134
3848.0000,0.000135
3846.0000,0.000135
3844.0000,0.000136
3842.0000,0.000137
3840.0000,0.000137
3838.0000,0.000138
3836.0000,0.000138
3834.0000,0.000139
3832.0000,0.000139
3830.0000,0.000140
3828.0000,0.000140
3826.0000,0.000141
3824.0000,0.000142
3822.0000,0.000142
3820.0000,0.000143
3818.0000,0.000143
3816.0000,0.000144
3814.0000,0.000145
3812.0000,0.000145
3810.0000,0.000146
3808.0000,0.000146
3806.0000,0.000147
3804.0000,0.000148
3802.0000,0.000148
3800.0000,0.000149
3798.0000,0.000149
3796.0000,0.000150
3794.0000,0.000151
3792.0000,0.000151
3790.0000,0.000152
3788.0000,0.000153
3786.0000,0.000153
3784.0000,0.000154
3782.0000,0.000155
3780.0000,0.000155
3778.0000,0.000156
3776.0000,0.000157
3774.0000,0.000157
3772.0000,0.000158
3770.0000,0.000159
3768.0000,0.000159
3766.0000,0.000160
3764.0000,0.000161
3762.0000,0.000162
3760.0000,0.000162
3758.0000,0.000163
3756.0000,0.000164
3754.0000,0.000164
3752.0000,0.000165
3750.0000,0.000166
3748.0000,0.000167
3746.0000,0.000167
3744.0000,0.000168
3742.0000,0.000169
3740.0000,0.000170
3738.0000,0.000171
3736.0000,0.000171
3734.0000,0.000172
3732.0000,0.000173
3730.0000,0.000174
3728.0000,0.000174
3726.0000,0.000175
3724.0000,0.000176
3722.0000,0.000177
3720.0000,0.000178
3718.0000,0.000179
3716.0000,0.000179
3714.0000,0.000180
3712.0000,0.000181
3710.0000,0.000182
3708.0000,0.000183
3706.0000,0.000184
3704.0000,0.000185
3702.0000,0.000185
3700.0000,0.000186
3698.0000,0.000187
3696.0000,0.000188
3694.0000,0.000189
3692.0000,0.000190
3690.0000,0.000191
3688.0000,0.000192
3686.0000,0.000193
3684.0000,0.000194
3682.0000,0.000195
3680.0000,0.000196
3678.0000,0.000197
3676.0000,0.000198
3674.0000,0.000199
3672.0000,0.000200
3670.0000,0.000201
3668.0000,0.000202
3666.0000,0.000203
3664.0000,0.000204
3662.0000,0.000205
3660.0000,0.000206
3658.0000,0.000207
3656.0000,0.000208
3654.0000,0.000209
3652.0000,0.000210
3650.0000,0.000211
3648.0000,0.000212
3646.0000,0.000213
3644.0000,0.000214
3642.0000,0.000216
3640.0000,0.000217
3638.0000,0.000218
3636.0000,0.000219
3634.0000,0.000220
3632.0000,0.000221
3630.0000,0.000222
3628.0000,0.000224
3626.0000,0.000225
3624.0000,0.000226
3622.0000,0.000227
3620.0000,0.000229
3618.0000,0.000230
3616.0000,0.000231
3614.0000,0.000232
3612.0000,0.000234
3610.0000,0.000235
3608.0000,0.000236
3606.0000,0.000237
3604.0000,0.000239
3602.0000,0.000240
3600.0000,0.000241
3598.0000,0.000243
3596.0000,0.000244
3594.0000,0.000246
3592.0000,0.000247
3590.0000,0.000248
3588.0000,0.000250
3586.0000,0.000251
3584.0000,0.000253
3582.0000,0.000254
3580.0000,0.000256
3578.0000,0.000257
3576.0000,0.000259
3574.0000,0.000260
3572.0000,0.000262
3570.0000,0.000263
3568.0000,0.000265
3566.0000,0.000266
3564.0000,0.000268
3562.0000,0.000270
3560.0000,0.000271
3558.0000,0.000273
3556.0000,0.000275
3554.0000,0.000276
3552.0000,0.000278
3550.0000,0.000280
3548.0000,0.000281
3546.0000,0.000283
3544.0000,0.000285
3542.0000,0.000287
3540.0000,0.000288
3538.0000,0.000290
3536.0000,0.000292
3534.0000,0.000294
3532.0000,0.000296
3530.0000,0.000298
3528.0000,0.000300
3526.0000,0.000302
3524.0000,0.000304
3522.0000,0.000306
3520.0000,0.000308
3518.0000,0.000310
3516.0000,0.000312
3514.0000,0.000314
3512.0000,0.000316
3510.0000,0.000318
3508.0000,0.000320
3506.0000,0.000322
3504.0000,0.000325
3502.0000,0.000327
3500.0000,0.000329
3498.0000,0.000332
3496.0000,0.000334
3494.0000,0.000336
3492.0000,0.000339
3490.0000,0.000341
3488.0000,0.000344
3486.0000,0.000346
3484.0000,0.000349
3482.0000,0.000351
3480.0000,0.000354
3478.0000,0.000357
3476.0000,0.000359
3474.0000,0.000362
3472.0000,0.000365
3470.0000,0.000368
3468.0000,0.000371
3466.0000,0.000374
3464.0000,0.000377
3462.0000,0.000380
3460.0000,0.000383
3458.0000,0.000386
3456.0000,0.000390
3454.0000,0.000393
3452.0000,0.000396
3450.0000,0.000400
3448.0000,0.000404
3446.0000,0.000407
3444.0000,0.000411
3442.0000,0.000415
3440.0000,0.000419
3438.0000,0.000424
3436.0000,0.000428
3434.0000,0.000433
3432.0000,0.000438
3430.0000,0.000443
3428.0000,0.000448
3426.0000,0.000454
3424.0000,0.000460
3422.0000,0.000466
3420.0000,0.000473
3418.0000,0.000480
3416.0000,0.000488
3414.0000,0.000496
3412.0000,0.000506
3410.0000,0.000516
3408.0000,0.000528
3406.0000,0.000541
3404.0000,0.000557
3402.0000,0.000574
3400.0000,0.000595
3398.0000,0.000620
3396.0000,0.000650
3394.0000,0.000687
3392.0000,0.000734
3390.0000,0.000794
3388.0000,0.000873
3386.0000,0.000979
3384.0000,0.001123
3382.0000,0.001316
3380.0000,0.001566
3378.0000,0.001853
3376.0000,0.002096
3374.0000,0.002170
3372.0000,0.002029
3370.0000,0.001765
3368.0000,0.001495
3366.0000,0.001275
3364.0000,0.001110
3362.0000,0.000991
3360.0000,0.000905
3358.0000,0.000842
3356.0000,0.000796
3354.0000,0.000762
3352.0000,0.000737
3350.0000,0.000718
3348.0000,0.000703
3346.0000,0.000693
3344.0000,0.000685
3342.0000,0.000680
3340.0000,0.000676
3338.0000,0.000674
3336.0000,0.000673
3334.0000,0.000673
3332.0000,0.000674
3330.0000,0.000676
3328.0000,0.000678
3326.0000,0.000681
3324.0000,0.000684
3322.0000,0.000688
3320.0000,0.000692
3318.0000,0.000696
3316.0000,0.000701
3314.0000,0.000706
3312.0000,0.000711
3310.0000,0.000717
3308.0000,0.000723
3306.0000,0.000729
3304.0000,0.000735
3302.0000,0.000741
3300.0000,0.000748
3298.0000,0.000755
3296.0000,0.000762
3294.0000,0.000769
3292.0000,0.000776
3290.0000,0.000784
3288.0000,0.000791
3286.0000,0.000799
3284.0000,0.000807
3282.0000,0.000816
3280.0000,0.000824
3278.0000,0.000833
3276.0000,0.000842
3274.0000,0.000851
3272.0000,0.000860
3270.0000,0.000869
3268.0000,0.000879
3266.0000,0.000889
3264.0000,0.000899
3262.0000,0.000909
3260.0000,0.000919
3258.0000,0.000930
3256.0000,0.000941
3254.0000,0.000952
3252.0000,0.000963
3250.0000,0.000974
3248.0000,0.000986
3246.0000,0.000998
3244.0000,0.001011
3242.0000,0.001023
3240.0000,0.001036
3238.0000,0.001049
3236.0000,0.001062
3234.0000,0.001076
3232.0000,0.001090
3230.0000,0.001104
3228.0000,0.001118
3226.0000,0.001133
3224.0000,0.001148
3222.0000,0.001164
3220.0000,0.001180
3218.0000,0.001196
3216.0000,0.001212
3214.0000,0.001229
3212.0000,0.001247
3210.0000,0.001264
3208.0000,0.001283
3206.0000,0.001301
3204.0000,0.001320
3202.0000,0.001340
